name,episodes,av_rating,members,rating,user_id
Beck,26,8.4,148328,10,1
Mobile Suit Gundam,43,7.89,51566,10,94
Monster,74,8.72,247562,9,10
After War Gundam X,39,7.39,19132,6,54
Full Metal Panic! The Second Raid,13,8.06,155340,8,86
Naruto,220,7.81,683297,7,82
Kidou Tenshi Angelic Layer,26,7.32,39758,6,7
Neon Genesis Evangelion,26,8.32,461946,9,30
Azumanga Daioh,26,8.06,170901,8,70
Mobile Fighter G Gundam,49,7.62,36338,3,99
Trinity Blood,24,7.44,113791,8,8
Rozen Maiden: Tr?umend,12,7.78,72645,-1,27
Azumanga Daioh,26,8.06,170901,9,45
Basilisk: Kouga Ninpou Chou,24,7.68,98144,10,44
Mobile Suit Gundam Wing,49,7.87,86001,7,52
Trinity Blood,24,7.44,113791,8,93
Azumanga Daioh,26,8.06,170901,10,72
Neon Genesis Evangelion,26,8.32,461946,10,45
D.N.Angel,26,7.35,126914,8,11
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,64
Naruto,220,7.81,683297,7,23
Beck,26,8.4,148328,9,54
D.N.Angel,26,7.35,126914,8,71
Full Metal Panic!,24,7.81,256325,-1,88
Chrno Crusade,24,7.8,140865,7,17
School Rumble,26,8.06,178553,9,76
Full Metal Panic!,24,7.81,256325,7,82
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,48
Full Metal Panic!,24,7.81,256325,9,100
Witch Hunter Robin,26,7.36,64905,8,32
School Rumble,26,8.06,178553,8,71
Monster,74,8.72,247562,8,5
Kidou Tenshi Angelic Layer,26,7.32,39758,8,26
Monster,74,8.72,247562,10,90
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,35
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,56
Beck,26,8.4,148328,8,63
School Rumble,26,8.06,178553,7,70
Naruto,220,7.81,683297,10,8
Mobile Suit Gundam Seed,50,7.93,96973,7,13
Chobits,26,7.57,266846,8,66
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,5,71
Azumanga Daioh,26,8.06,170901,9,81
Full Metal Panic!,24,7.81,256325,9,23
Berserk,25,8.4,226430,10,89
Cowboy Bebop,26,8.82,486824,9,55
Naruto,220,7.81,683297,8,14
Hungry Heart: Wild Striker,52,7.74,13469,9,16
Full Metal Panic!,24,7.81,256325,7,91
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,58
Chrno Crusade,24,7.8,140865,-1,45
Naruto,220,7.81,683297,9,83
Naruto,220,7.81,683297,9,90
Full Metal Panic! The Second Raid,13,8.06,155340,8,52
Naruto,220,7.81,683297,8,97
Black Cat,23,7.52,150512,8,87
D.N.Angel,26,7.35,126914,-1,16
Full Metal Panic!,24,7.81,256325,7,96
Black Cat,23,7.52,150512,-1,65
Mobile Suit Gundam Seed,50,7.93,96973,9,100
Cowboy Bebop,26,8.82,486824,10,71
School Rumble,26,8.06,178553,8,9
Mai-Otome,26,7.4,36924,5,21
D.N.Angel,26,7.35,126914,-1,78
Aa! Megami-sama! (TV),24,7.45,96694,7,14
Last Exile,26,7.94,104193,7,56
Neon Genesis Evangelion,26,8.32,461946,7,88
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,9,78
Neon Genesis Evangelion,26,8.32,461946,9,89
Chrno Crusade,24,7.8,140865,8,26
Mobile Suit Gundam Seed,50,7.93,96973,-1,44
Cowboy Bebop,26,8.82,486824,9,42
Full Metal Panic! The Second Raid,13,8.06,155340,9,32
Beck,26,8.4,148328,6,67
Naruto,220,7.81,683297,10,53
Chobits,26,7.57,266846,9,46
Full Metal Panic!,24,7.81,256325,7,57
Full Metal Panic? Fumoffu,12,8.21,171086,9,33
Naruto,220,7.81,683297,7,79
Yakitate!! Japan,69,8.05,50876,-1,86
Hachimitsu to Clover,24,8.18,130646,-1,44
Naruto,220,7.81,683297,7,13
Full Metal Panic!,24,7.81,256325,9,97
Eyeshield 21,145,8.08,83648,9,63
Chobits,26,7.57,266846,8,43
Witch Hunter Robin,26,7.36,64905,7,3
D.N.Angel,26,7.35,126914,9,15
Neon Genesis Evangelion,26,8.32,461946,9,34
Full Metal Panic!,24,7.81,256325,8,98
Shuffle!,24,7.31,158772,-1,2
Beck,26,8.4,148328,6,1
Full Metal Panic!,24,7.81,256325,7,65
Trinity Blood,24,7.44,113791,9,100
Blue Gender,26,7.13,40581,7,46
Last Exile,26,7.94,104193,8,64
Rozen Maiden,12,7.57,128688,-1,7
Mobile Fighter G Gundam,49,7.62,36338,8,8
D.N.Angel,26,7.35,126914,5,9
Berserk,25,8.4,226430,10,17
Neon Genesis Evangelion,26,8.32,461946,8,43
Mai-HiME,26,7.59,76492,-1,47
Naruto,220,7.81,683297,-1,76
D.C.: Da Capo,26,6.93,49909,-1,20
Sunabouzu,24,7.55,65516,8,2
Rozen Maiden: Tr?umend,12,7.78,72645,8,21
Full Metal Panic!,24,7.81,256325,7,96
Naruto,220,7.81,683297,5,59
Mobile Suit Gundam Wing,49,7.87,86001,-1,97
Full Metal Panic!,24,7.81,256325,7,6
Rozen Maiden: Tr?umend,12,7.78,72645,8,54
Monster,74,8.72,247562,9,23
Mobile Suit Gundam Seed,50,7.93,96973,-1,31
Neon Genesis Evangelion,26,8.32,461946,8,33
Berserk,25,8.4,226430,8,48
Hachimitsu to Clover,24,8.18,130646,8,48
Chobits,26,7.57,266846,-1,53
Monster,74,8.72,247562,7,88
Chobits,26,7.57,266846,10,24
Ai Yori Aoshi,24,7.24,66597,5,60
Full Metal Panic! The Second Raid,13,8.06,155340,8,79
Full Metal Panic!,24,7.81,256325,10,91
Mobile Suit Gundam,43,7.89,51566,7,38
Texhnolyze,22,7.78,95859,6,79
Full Metal Panic? Fumoffu,12,8.21,171086,8,64
Trigun,26,8.32,283069,7,69
Ai Yori Aoshi,24,7.24,66597,8,43
Full Metal Panic!,24,7.81,256325,9,82
Trigun,26,8.32,283069,10,50
Last Exile,26,7.94,104193,-1,6
Neon Genesis Evangelion,26,8.32,461946,7,50
Hachimitsu to Clover,24,8.18,130646,10,75
Cowboy Bebop,26,8.82,486824,10,39
Chobits,26,7.57,266846,7,14
Last Exile,26,7.94,104193,8,28
Naruto,220,7.81,683297,9,78
Neon Genesis Evangelion,26,8.32,461946,8,63
Azumanga Daioh,26,8.06,170901,-1,62
DearS,12,6.8,91037,-1,68
Mobile Suit Zeta Gundam,50,8.03,28959,-1,80
Aa! Megami-sama! (TV),24,7.45,96694,8,9
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,64
Neon Genesis Evangelion,26,8.32,461946,7,84
Neon Genesis Evangelion,26,8.32,461946,8,48
Beck,26,8.4,148328,10,79
Berserk,25,8.4,226430,-1,78
Berserk,25,8.4,226430,-1,36
Black Cat,23,7.52,150512,8,32
Full Metal Panic? Fumoffu,12,8.21,171086,7,50
Mobile Suit Gundam Wing,49,7.87,86001,8,54
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,35
Yakitate!! Japan,69,8.05,50876,-1,57
Trinity Blood,24,7.44,113791,8,16
D.N.Angel,26,7.35,126914,9,83
Trinity Blood,24,7.44,113791,8,90
Chobits,26,7.57,266846,8,22
Last Exile,26,7.94,104193,9,44
Gakuen Alice,26,7.8,52995,-1,54
Azumanga Daioh,26,8.06,170901,9,64
Ai Yori Aoshi,24,7.24,66597,-1,94
Hachimitsu to Clover,24,8.18,130646,10,99
Full Metal Panic!,24,7.81,256325,8,5
D.N.Angel,26,7.35,126914,3,78
Chrno Crusade,24,7.8,140865,-1,48
Blue Gender,26,7.13,40581,6,1
Eyeshield 21,145,8.08,83648,10,86
Last Exile,26,7.94,104193,10,3
Trigun,26,8.32,283069,8,53
Texhnolyze,22,7.78,95859,9,10
School Rumble,26,8.06,178553,7,7
Last Exile,26,7.94,104193,10,68
Cowboy Bebop,26,8.82,486824,8,20
Neon Genesis Evangelion,26,8.32,461946,-1,61
DearS,12,6.8,91037,-1,21
D.C.: Da Capo,26,6.93,49909,-1,53
Ai Yori Aoshi,24,7.24,66597,-1,27
Hachimitsu to Clover,24,8.18,130646,-1,43
Rozen Maiden,12,7.57,128688,9,96
Full Metal Panic! The Second Raid,13,8.06,155340,-1,47
Texhnolyze,22,7.78,95859,8,87
Trinity Blood,24,7.44,113791,6,3
Neon Genesis Evangelion,26,8.32,461946,9,37
Full Metal Panic? Fumoffu,12,8.21,171086,9,33
Full Metal Panic? Fumoffu,12,8.21,171086,8,94
Full Metal Panic? Fumoffu,12,8.21,171086,9,78
Rozen Maiden,12,7.57,128688,-1,78
Trigun,26,8.32,283069,6,37
Beck,26,8.4,148328,10,79
Trigun,26,8.32,283069,8,33
Trinity Blood,24,7.44,113791,8,42
Aa! Megami-sama! (TV),24,7.45,96694,8,12
Cowboy Bebop,26,8.82,486824,10,71
Shuffle!,24,7.31,158772,6,26
Ai Yori Aoshi,24,7.24,66597,8,82
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,10
After War Gundam X,39,7.39,19132,6,61
Mobile Fighter G Gundam,49,7.62,36338,7,84
School Rumble,26,8.06,178553,9,16
Aa! Megami-sama! (TV),24,7.45,96694,8,39
Chobits,26,7.57,266846,8,64
Full Metal Panic! The Second Raid,13,8.06,155340,9,59
Prince of Tennis,178,8.04,87643,-1,21
Gakuen Alice,26,7.8,52995,7,73
DearS,12,6.8,91037,-1,96
Monster,74,8.72,247562,10,62
Naruto,220,7.81,683297,9,89
Naruto,220,7.81,683297,10,50
Cowboy Bebop,26,8.82,486824,10,36
Trigun,26,8.32,283069,8,53
Full Metal Panic!,24,7.81,256325,9,52
Cowboy Bebop,26,8.82,486824,8,63
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,56
Cowboy Bebop,26,8.82,486824,10,59
Chobits,26,7.57,266846,6,41
Naruto,220,7.81,683297,-1,29
Mobile Fighter G Gundam,49,7.62,36338,10,91
Shuffle!,24,7.31,158772,6,49
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,47
Naruto,220,7.81,683297,5,24
Chrno Crusade,24,7.8,140865,-1,16
Berserk,25,8.4,226430,10,9
Full Metal Panic!,24,7.81,256325,9,69
Chobits,26,7.57,266846,8,33
Neon Genesis Evangelion,26,8.32,461946,8,75
Full Metal Panic? Fumoffu,12,8.21,171086,9,37
Rozen Maiden,12,7.57,128688,9,46
Mobile Suit Gundam Wing,49,7.87,86001,-1,16
Trigun,26,8.32,283069,9,53
Full Metal Panic? Fumoffu,12,8.21,171086,9,100
Full Metal Panic!,24,7.81,256325,10,54
Mobile Suit Gundam Wing,49,7.87,86001,9,22
Eyeshield 21,145,8.08,83648,9,91
Beck,26,8.4,148328,9,7
Naruto,220,7.81,683297,7,1
Initial D Fourth Stage,24,8.24,41584,8,34
Full Metal Panic!,24,7.81,256325,8,82
DearS,12,6.8,91037,8,41
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,84
Chobits,26,7.57,266846,7,18
Black Cat,23,7.52,150512,-1,10
Trigun,26,8.32,283069,9,69
Cowboy Bebop,26,8.82,486824,10,89
Initial D Fourth Stage,24,8.24,41584,7,16
Trinity Blood,24,7.44,113791,9,97
Black Cat,23,7.52,150512,8,63
Naruto,220,7.81,683297,8,87
School Rumble,26,8.06,178553,8,51
Prince of Tennis,178,8.04,87643,-1,87
Full Metal Panic? Fumoffu,12,8.21,171086,9,48
Rozen Maiden: Tr?umend,12,7.78,72645,-1,11
Blue Gender,26,7.13,40581,4,74
Cowboy Bebop,26,8.82,486824,9,65
Eyeshield 21,145,8.08,83648,-1,45
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,17
Naruto,220,7.81,683297,8,58
Full Metal Panic! The Second Raid,13,8.06,155340,8,91
Azumanga Daioh,26,8.06,170901,7,7
Full Metal Panic! The Second Raid,13,8.06,155340,8,8
Beck,26,8.4,148328,10,87
Neon Genesis Evangelion,26,8.32,461946,8,19
Full Metal Panic! The Second Raid,13,8.06,155340,8,96
Trinity Blood,24,7.44,113791,-1,33
Trinity Blood,24,7.44,113791,-1,88
Chobits,26,7.57,266846,9,24
Rozen Maiden,12,7.57,128688,10,92
Kidou Tenshi Angelic Layer,26,7.32,39758,9,26
School Rumble,26,8.06,178553,7,9
Yakitate!! Japan,69,8.05,50876,7,84
Neon Genesis Evangelion,26,8.32,461946,8,30
Last Exile,26,7.94,104193,7,100
Aa! Megami-sama! (TV),24,7.45,96694,6,11
Black Cat,23,7.52,150512,8,14
Naruto,220,7.81,683297,10,51
Cowboy Bebop,26,8.82,486824,8,23
Witch Hunter Robin,26,7.36,64905,-1,51
Monster,74,8.72,247562,9,6
Neon Genesis Evangelion,26,8.32,461946,-1,5
Rozen Maiden,12,7.57,128688,9,14
Mai-HiME,26,7.59,76492,8,50
Mobile Suit Gundam Seed,50,7.93,96973,10,54
Avenger,13,6.02,12286,-1,21
Trigun,26,8.32,283069,7,16
Rozen Maiden,12,7.57,128688,8,96
Beck,26,8.4,148328,10,12
Yakitate!! Japan,69,8.05,50876,-1,64
Aa! Megami-sama! (TV),24,7.45,96694,10,46
Naruto,220,7.81,683297,9,48
Chobits,26,7.57,266846,-1,62
Ai Yori Aoshi,24,7.24,66597,7,2
Hachimitsu to Clover,24,8.18,130646,8,16
Rozen Maiden,12,7.57,128688,-1,23
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,6,21
Neon Genesis Evangelion,26,8.32,461946,9,44
Trinity Blood,24,7.44,113791,5,36
Naruto,220,7.81,683297,-1,56
Full Metal Panic? Fumoffu,12,8.21,171086,10,95
Mobile Suit Gundam Seed Destiny,50,7.36,65896,9,73
Neon Genesis Evangelion,26,8.32,461946,9,56
Beck,26,8.4,148328,-1,62
Rozen Maiden: Tr?umend,12,7.78,72645,-1,11
Full Metal Panic? Fumoffu,12,8.21,171086,10,54
Monster,74,8.72,247562,8,71
Mobile Suit Gundam Seed Destiny,50,7.36,65896,8,70
Azumanga Daioh,26,8.06,170901,7,49
Chrno Crusade,24,7.8,140865,8,94
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,41
Full Metal Panic? Fumoffu,12,8.21,171086,8,42
Rozen Maiden: Tr?umend,12,7.78,72645,-1,48
Full Metal Panic!,24,7.81,256325,8,42
Trinity Blood,24,7.44,113791,10,6
Shuffle!,24,7.31,158772,8,4
Cowboy Bebop,26,8.82,486824,8,47
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,6,77
Naruto,220,7.81,683297,-1,16
Mobile Suit Gundam Seed,50,7.93,96973,7,25
Chrno Crusade,24,7.8,140865,8,65
Naruto,220,7.81,683297,9,93
Shuffle!,24,7.31,158772,8,94
Cowboy Bebop,26,8.82,486824,-1,92
Hachimitsu to Clover,24,8.18,130646,10,99
Full Metal Panic? Fumoffu,12,8.21,171086,8,91
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,6,37
Chrno Crusade,24,7.8,140865,8,49
Blue Gender,26,7.13,40581,6,52
Naruto,220,7.81,683297,7,90
Naruto,220,7.81,683297,9,90
Black Cat,23,7.52,150512,-1,77
Naruto,220,7.81,683297,9,30
Neon Genesis Evangelion,26,8.32,461946,9,77
School Rumble,26,8.06,178553,8,84
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,18
Naruto,220,7.81,683297,9,28
Rozen Maiden: Tr?umend,12,7.78,72645,-1,34
Mobile Suit Gundam Seed,50,7.93,96973,8,87
Berserk,25,8.4,226430,10,69
Chobits,26,7.57,266846,7,15
Chobits,26,7.57,266846,-1,82
Trigun,26,8.32,283069,-1,84
Cowboy Bebop,26,8.82,486824,10,63
Mobile Suit Zeta Gundam,50,8.03,28959,-1,14
Cowboy Bebop,26,8.82,486824,9,74
Berserk,25,8.4,226430,9,79
Shuffle!,24,7.31,158772,9,39
Azumanga Daioh,26,8.06,170901,7,27
Shuffle!,24,7.31,158772,8,18
Naruto,220,7.81,683297,7,3
Eyeshield 21,145,8.08,83648,7,58
DearS,12,6.8,91037,7,83
Mobile Suit Gundam Wing,49,7.87,86001,-1,92
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,8,94
Monster,74,8.72,247562,8,20
Neon Genesis Evangelion,26,8.32,461946,10,69
Trinity Blood,24,7.44,113791,9,75
Mobile Suit Gundam Seed,50,7.93,96973,10,9
Eyeshield 21,145,8.08,83648,-1,99
Trinity Blood,24,7.44,113791,8,80
Chobits,26,7.57,266846,7,96
After War Gundam X,39,7.39,19132,7,89
Ai Yori Aoshi,24,7.24,66597,5,47
D.C.: Da Capo,26,6.93,49909,3,6
Chobits,26,7.57,266846,-1,30
Full Metal Panic? Fumoffu,12,8.21,171086,10,62
Neon Genesis Evangelion,26,8.32,461946,9,55
Cowboy Bebop,26,8.82,486824,8,49
Full Metal Panic! The Second Raid,13,8.06,155340,-1,3
Full Metal Panic? Fumoffu,12,8.21,171086,8,72
Mai-HiME,26,7.59,76492,5,65
Naruto,220,7.81,683297,8,11
Naruto,220,7.81,683297,-1,60
Kidou Tenshi Angelic Layer,26,7.32,39758,7,99
Mai-HiME,26,7.59,76492,6,38
Black Cat,23,7.52,150512,10,96
Neon Genesis Evangelion,26,8.32,461946,-1,77
Mobile Suit Gundam,43,7.89,51566,9,43
Trigun,26,8.32,283069,8,24
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,24
Trigun,26,8.32,283069,8,32
Neon Genesis Evangelion,26,8.32,461946,7,30
Prince of Tennis,178,8.04,87643,7,41
Initial D Fourth Stage,24,8.24,41584,9,12
Cowboy Bebop,26,8.82,486824,9,74
Sunabouzu,24,7.55,65516,8,77
Naruto,220,7.81,683297,8,33
After War Gundam X,39,7.39,19132,9,87
Mobile Suit Gundam Seed Destiny,50,7.36,65896,9,24
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,34
Neon Genesis Evangelion,26,8.32,461946,7,91
Hachimitsu to Clover,24,8.18,130646,9,77
Ai Yori Aoshi,24,7.24,66597,7,47
Witch Hunter Robin,26,7.36,64905,8,62
Trigun,26,8.32,283069,9,68
Chobits,26,7.57,266846,8,16
Trinity Blood,24,7.44,113791,10,42
Full Metal Panic!,24,7.81,256325,7,97
Neon Genesis Evangelion,26,8.32,461946,8,61
Full Metal Panic? Fumoffu,12,8.21,171086,8,73
Mobile Suit Gundam Seed Destiny,50,7.36,65896,5,33
Beck,26,8.4,148328,8,8
Full Metal Panic? Fumoffu,12,8.21,171086,9,100
Trigun,26,8.32,283069,8,73
Berserk,25,8.4,226430,10,78
DearS,12,6.8,91037,-1,48
Rozen Maiden,12,7.57,128688,9,98
Naruto,220,7.81,683297,7,7
Cowboy Bebop,26,8.82,486824,-1,65
Full Metal Panic? Fumoffu,12,8.21,171086,7,80
Cowboy Bebop,26,8.82,486824,8,79
Ai Yori Aoshi,24,7.24,66597,8,43
Full Metal Panic!,24,7.81,256325,9,96
Full Metal Panic!,24,7.81,256325,10,84
Neon Genesis Evangelion,26,8.32,461946,10,34
Naruto,220,7.81,683297,8,54
DearS,12,6.8,91037,10,3
Chrno Crusade,24,7.8,140865,8,26
After War Gundam X,39,7.39,19132,-1,57
Naruto,220,7.81,683297,10,79
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,89
Full Metal Panic!,24,7.81,256325,8,45
Hachimitsu to Clover,24,8.18,130646,10,62
Berserk,25,8.4,226430,9,91
Kidou Tenshi Angelic Layer,26,7.32,39758,7,67
Naruto,220,7.81,683297,7,42
Ai Yori Aoshi,24,7.24,66597,8,20
Trigun,26,8.32,283069,7,9
Neon Genesis Evangelion,26,8.32,461946,3,36
Aa! Megami-sama! (TV),24,7.45,96694,-1,78
Shuffle!,24,7.31,158772,7,98
Aa! Megami-sama! (TV),24,7.45,96694,9,29
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,55
Shuffle!,24,7.31,158772,-1,98
Berserk,25,8.4,226430,10,62
Mobile Suit Gundam Wing,49,7.87,86001,6,74
Neon Genesis Evangelion,26,8.32,461946,8,73
DearS,12,6.8,91037,-1,14
Azumanga Daioh,26,8.06,170901,7,22
Naruto,220,7.81,683297,7,45
D.N.Angel,26,7.35,126914,8,2
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,77
Rozen Maiden: Tr?umend,12,7.78,72645,8,55
Rozen Maiden: Tr?umend,12,7.78,72645,6,43
Ai Yori Aoshi,24,7.24,66597,10,58
Monster,74,8.72,247562,9,74
Aa! Megami-sama! (TV),24,7.45,96694,-1,35
School Rumble,26,8.06,178553,8,34
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,16
DearS,12,6.8,91037,10,38
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,2
Aa! Megami-sama! (TV),24,7.45,96694,9,43
Chobits,26,7.57,266846,8,30
Last Exile,26,7.94,104193,10,34
Trinity Blood,24,7.44,113791,-1,48
Mobile Suit Gundam Seed Destiny,50,7.36,65896,5,33
School Rumble,26,8.06,178553,7,99
Trigun,26,8.32,283069,-1,85
Mobile Suit Gundam Seed,50,7.93,96973,7,5
D.N.Angel,26,7.35,126914,-1,81
D.N.Angel,26,7.35,126914,9,69
Naruto,220,7.81,683297,7,52
Neon Genesis Evangelion,26,8.32,461946,7,18
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,52
Hachimitsu to Clover,24,8.18,130646,9,44
Cowboy Bebop,26,8.82,486824,6,91
Berserk,25,8.4,226430,10,54
Aa! Megami-sama! (TV),24,7.45,96694,6,2
Cowboy Bebop,26,8.82,486824,8,87
Kidou Tenshi Angelic Layer,26,7.32,39758,9,72
Chobits,26,7.57,266846,7,12
Naruto,220,7.81,683297,7,3
Yakitate!! Japan,69,8.05,50876,8,69
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,70
Black Cat,23,7.52,150512,-1,10
Chrno Crusade,24,7.8,140865,8,100
Hachimitsu to Clover,24,8.18,130646,6,28
Cowboy Bebop,26,8.82,486824,8,43
Full Metal Panic! The Second Raid,13,8.06,155340,8,6
Beck,26,8.4,148328,9,32
Chrno Crusade,24,7.8,140865,8,82
Full Metal Panic!,24,7.81,256325,9,48
Cowboy Bebop,26,8.82,486824,10,44
Full Metal Panic!,24,7.81,256325,8,53
Avenger,13,6.02,12286,7,28
Berserk,25,8.4,226430,8,35
Mobile Suit Gundam Seed,50,7.93,96973,10,28
Neon Genesis Evangelion,26,8.32,461946,-1,59
Black Cat,23,7.52,150512,-1,89
Berserk,25,8.4,226430,-1,84
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,8,50
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,46
Rozen Maiden,12,7.57,128688,-1,36
Naruto,220,7.81,683297,-1,15
Zipang,26,7.56,8630,-1,99
Berserk,25,8.4,226430,8,96
Basilisk: Kouga Ninpou Chou,24,7.68,98144,6,93
Naruto,220,7.81,683297,7,66
Naruto,220,7.81,683297,-1,100
Naruto,220,7.81,683297,7,69
Hachimitsu to Clover,24,8.18,130646,9,72
Shuffle!,24,7.31,158772,6,59
Azumanga Daioh,26,8.06,170901,8,54
Trigun,26,8.32,283069,8,98
Berserk,25,8.4,226430,9,66
Neon Genesis Evangelion,26,8.32,461946,-1,81
Mobile Fighter G Gundam,49,7.62,36338,8,43
Witch Hunter Robin,26,7.36,64905,8,94
Naruto,220,7.81,683297,-1,42
Trinity Blood,24,7.44,113791,7,63
Mai-Otome,26,7.4,36924,7,2
Naruto,220,7.81,683297,10,48
Neon Genesis Evangelion,26,8.32,461946,10,17
Trigun,26,8.32,283069,8,43
Naruto,220,7.81,683297,10,45
Mai-HiME,26,7.59,76492,5,81
Full Metal Panic! The Second Raid,13,8.06,155340,8,90
Witch Hunter Robin,26,7.36,64905,8,18
Zipang,26,7.56,8630,8,64
Chrno Crusade,24,7.8,140865,3,22
Ai Yori Aoshi,24,7.24,66597,8,57
Full Metal Panic!,24,7.81,256325,8,21
Full Metal Panic!,24,7.81,256325,4,78
Berserk,25,8.4,226430,8,82
Trigun,26,8.32,283069,7,53
Ai Yori Aoshi,24,7.24,66597,7,47
Witch Hunter Robin,26,7.36,64905,6,82
Naruto,220,7.81,683297,8,37
Chobits,26,7.57,266846,8,15
Full Metal Panic? Fumoffu,12,8.21,171086,-1,99
Hachimitsu to Clover,24,8.18,130646,10,59
Prince of Tennis,178,8.04,87643,6,43
Azumanga Daioh,26,8.06,170901,-1,35
Neon Genesis Evangelion,26,8.32,461946,9,86
Neon Genesis Evangelion,26,8.32,461946,7,96
Initial D Fourth Stage,24,8.24,41584,8,90
Basilisk: Kouga Ninpou Chou,24,7.68,98144,6,47
Mobile Suit Gundam Seed,50,7.93,96973,8,78
Mai-Otome,26,7.4,36924,9,3
Trigun,26,8.32,283069,-1,79
Full Metal Panic!,24,7.81,256325,-1,80
Texhnolyze,22,7.78,95859,7,56
Hungry Heart: Wild Striker,52,7.74,13469,7,54
Hungry Heart: Wild Striker,52,7.74,13469,8,38
Monster,74,8.72,247562,9,82
School Rumble,26,8.06,178553,-1,33
Rozen Maiden: Tr?umend,12,7.78,72645,8,70
Full Metal Panic! The Second Raid,13,8.06,155340,9,7
Naruto,220,7.81,683297,8,68
Full Metal Panic! The Second Raid,13,8.06,155340,9,40
Cluster Edge,25,6.48,6995,6,25
Shuffle!,24,7.31,158772,-1,14
Mobile Suit Zeta Gundam,50,8.03,28959,9,4
Shuffle!,24,7.31,158772,8,42
Cowboy Bebop,26,8.82,486824,10,7
D.N.Angel,26,7.35,126914,8,84
Azumanga Daioh,26,8.06,170901,7,16
Cluster Edge,25,6.48,6995,-1,80
Trigun,26,8.32,283069,8,89
Initial D Fourth Stage,24,8.24,41584,8,16
Mai-HiME,26,7.59,76492,8,74
Texhnolyze,22,7.78,95859,5,18
Trigun,26,8.32,283069,7,43
Monster,74,8.72,247562,10,36
Berserk,25,8.4,226430,-1,80
Cowboy Bebop,26,8.82,486824,10,37
Naruto,220,7.81,683297,6,61
Trigun,26,8.32,283069,9,93
Chrno Crusade,24,7.8,140865,8,41
Chrno Crusade,24,7.8,140865,6,62
D.N.Angel,26,7.35,126914,8,44
Trigun,26,8.32,283069,8,79
D.N.Angel,26,7.35,126914,7,71
Full Metal Panic! The Second Raid,13,8.06,155340,8,1
D.C.: Da Capo,26,6.93,49909,7,61
Kidou Tenshi Angelic Layer,26,7.32,39758,-1,85
Chobits,26,7.57,266846,10,99
Naruto,220,7.81,683297,7,58
Chobits,26,7.57,266846,9,58
Cowboy Bebop,26,8.82,486824,10,22
Last Exile,26,7.94,104193,8,28
Chobits,26,7.57,266846,-1,88
Chrno Crusade,24,7.8,140865,10,31
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,-1,78
Naruto,220,7.81,683297,-1,66
Aa! Megami-sama! (TV),24,7.45,96694,8,76
Arc the Lad,26,6.62,10392,7,56
Black Cat,23,7.52,150512,-1,89
Neon Genesis Evangelion,26,8.32,461946,7,87
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,64
Naruto,220,7.81,683297,-1,60
Chrno Crusade,24,7.8,140865,9,47
Naruto,220,7.81,683297,9,67
Trigun,26,8.32,283069,7,70
Full Metal Panic? Fumoffu,12,8.21,171086,-1,90
Cowboy Bebop,26,8.82,486824,9,83
Beck,26,8.4,148328,8,100
Full Metal Panic!,24,7.81,256325,8,43
Trigun,26,8.32,283069,9,82
Aa! Megami-sama! (TV),24,7.45,96694,7,85
Berserk,25,8.4,226430,9,66
Initial D Fourth Stage,24,8.24,41584,10,33
Aa! Megami-sama! (TV),24,7.45,96694,8,41
Naruto,220,7.81,683297,8,42
Shuffle!,24,7.31,158772,7,26
Trigun,26,8.32,283069,10,35
Cowboy Bebop,26,8.82,486824,10,54
