id,是否有房,是否有车,是否有孩,近6个月异地交易金额均值,近6个月交易金额,近6个月有交易月份数
2889,0,0,0,907.0,2721.0,3
2890,0,0,0,,,0
2891,0,0,1,641.91,1283.82,2
2892,1,0,0,1792.5,7705.0,4
2893,0,0,0,1899.0,21732.0,4
2894,1,0,0,23184.26,139105.56,6
2895,0,0,0,33.0,33.0,1
2896,0,0,0,16403.56667,98821.4,6
2897,0,0,0,2530.185,10120.74,4
2898,0,0,0,2811.666667,8435.0,3
2899,0,0,1,11415.99167,68495.95,6
2900,0,0,1,253.5,507.0,2
2901,0,0,0,,,0
2902,0,0,0,8317.393333,49904.36,6
2903,1,0,0,11028.75,66172.5,6
2904,0,0,0,,,0
2905,0,0,0,1323.0,6047.0,5
2906,0,0,0,332.6666667,4314.9,6
2907,0,0,0,3218.646667,19311.88,6
2908,0,0,0,3176.4159999999997,16509.78,6
2909,0,0,0,,,0
2910,0,0,0,110.0,110.0,1
2911,0,0,1,,358.0,1
2912,0,0,0,1500.0,6693.0,6
2913,0,0,0,535.2,535.2,1
2914,0,0,0,700.78,14093.6,4
2915,0,0,0,,,0
2916,0,0,0,100.0,2619.08,2
2917,0,0,1,7543.076667,45408.46,6
2918,1,0,0,803.35,1606.7,2
2919,0,0,0,9919.333333,59516.0,6
2920,0,0,0,2115.14,10575.7,5
2921,0,0,0,1535.75,6343.0,5
2922,0,0,0,2773.96,8321.88,3
2923,0,0,0,,,0
2924,0,0,0,2300.0,2385.4,2
2925,1,0,1,3012.9,12051.6,4
2926,0,0,0,,,0
2927,0,0,0,1806.49,3612.98,2
2928,0,0,0,1866.6666670000002,5600.0,3
2929,0,0,0,,,0
2930,0,0,0,,,0
2931,0,0,1,1511.8,6047.2,4
2932,0,0,0,3829.6216670000003,23196.73,6
2933,0,0,0,,,0
2934,0,0,0,24256.716669999998,145573.24,6
2935,0,0,0,48.0,48.0,1
2936,1,0,0,18535.515,111213.09,6
2937,0,0,1,28889.0,28890.0,1
2938,0,0,0,696.2066667,2088.62,3
2939,1,0,1,1908.8866670000002,8450.96,6
2940,0,0,0,,,0
2941,1,0,0,,,0
2942,1,0,0,907.0,1814.0,2
2943,0,0,0,4103.37,8206.74,2
2944,0,0,0,,,0
2945,1,0,1,1262.5,5050.0,4
2946,0,0,0,,,0
2947,1,0,1,8309.333333,49856.0,6
2948,0,0,0,9907.821667,59597.13,6
2949,0,0,0,,200.0,1
2950,0,0,0,8000.0,8000.0,1
2951,0,0,0,1042.435,2084.87,2
2952,1,0,0,6775.446667,41294.02,6
2953,0,0,0,7355.016667,22065.05,3
2954,0,0,0,,,0
2955,0,0,0,2945.14,11557.48,3
2956,0,0,0,,,0
2957,1,0,0,6554.062,32770.31,5
2958,0,0,0,,599.0,1
2959,0,0,0,3261.4,49607.0,5
2960,0,0,0,147117.2817,882703.69,6
2961,0,0,0,311.0,1344.0,1
2962,0,0,0,239.75,719.25,3
2963,0,0,0,110.0,110.0,1
2964,0,0,0,622.77,2144.72,2
2965,0,0,0,60.87,7535.5,4
2966,0,0,0,,,0
2967,1,0,0,1000.0,1000.0,1
2968,0,0,0,490.795,981.59,2
2969,0,0,0,1658.25,9949.5,6
2970,0,0,0,3307.796667,21812.4,6
2971,1,0,0,,,0
2972,0,0,0,1731.64,8658.2,5
2973,0,0,0,1477.366667,4432.1,3
2974,0,0,0,,,0
2975,0,0,0,1913.7,89492.2,6
2976,0,0,0,,,0
2977,0,0,0,,,0
2978,1,0,0,,,0
2979,0,0,1,502.565,1005.13,2
2980,1,0,1,745.5,2151.0,3
2981,0,0,0,,,0
2982,0,0,0,3464.922,18889.43,6
2983,0,0,0,,,0
2984,0,0,0,,,0
2985,0,0,1,,,0
2986,0,0,0,3448.205,21374.23,6
2987,0,1,0,3355.2175,13420.87,4
2988,0,0,0,1466.333333,8798.0,6
2989,1,0,1,4469.82,17879.28,4
2990,1,0,1,,,0
2991,0,0,0,,,0
2992,0,0,0,,,0
2993,1,0,1,,,0
2994,1,0,1,25103.983330000003,150623.9,6
2995,0,0,0,,,0
2996,1,0,0,414.1,414.1,1
2997,1,0,0,,,0
2998,0,0,0,,,0
2999,0,0,0,2177.75,8711.0,4
3000,0,0,0,250.5,2696.0,3
3001,0,0,0,1015.706667,3047.12,3
3002,0,0,1,4088.8179999999998,21623.09,5
3003,0,0,0,500.0,500.0,1
3004,0,0,0,,10.0,1
3005,0,0,0,4695.526667,28173.16,6
3006,0,0,0,4841.51,29049.06,6
3007,0,0,0,229652.915,1377917.49,6
3008,0,1,0,2827.1875,11308.75,4
3009,1,0,0,390.0,1170.0,3
3010,0,0,0,,,0
3011,0,0,0,,,0
3012,0,0,1,,,0
3013,0,0,0,,,0
3014,0,0,0,3118.25,15591.25,5
3015,0,0,0,,,0
3016,1,0,1,1056.0,1056.0,1
3017,0,0,0,,,0
3018,1,0,1,2155.05,12930.3,6
3019,0,0,0,180.0,180.0,1
3020,1,0,1,350.0,450.0,2
3021,0,0,0,12348.28,40345.84,5
3022,0,0,0,2672.555,16035.33,6
3023,0,0,0,8704.016667,52224.1,6
3024,0,0,0,1415.875,2831.75,2
3025,0,0,0,3906.87,19653.55,6
3026,0,0,0,895.2,895.2,1
3027,0,0,0,13677.5,27510.0,3
3028,0,0,0,,,0
3029,0,0,0,11937.24,72730.42,6
3030,0,0,0,,,0
3031,0,0,0,2014.0833329999998,6042.25,3
3032,0,0,0,274.94,274.94,1
3033,0,0,0,1473.333333,4420.0,3
3034,0,0,0,8118.0419999999995,40590.21,5
3035,0,0,0,3170.47,3170.47,1
3036,0,0,0,3923.5,19617.5,5
3037,1,0,1,902.0,902.0,1
3038,0,0,0,3523.514,17617.57,5
3039,0,0,0,727.8166667,2183.45,3
3040,0,0,0,5462.37,11274.74,3
3041,1,0,1,5678.0,5777.0,2
3042,0,0,0,2875.0,11500.0,4
3043,0,1,0,,,0
3044,0,0,0,,,0
3045,0,0,0,850.0,850.0,1
3046,0,0,1,1234.9,1234.9,1
3047,0,0,0,121998.9167,731993.5,6
3048,0,0,0,1780.5766670000003,5341.73,3
3049,1,0,1,2286.4375,9145.75,4
3050,0,0,0,757.0,757.0,1
3051,0,0,0,5969.91,35819.46,6
3052,0,0,0,1462.8,7314.0,5
3053,0,0,0,3342.15,20052.9,6
3054,0,0,0,237.24,237.24,1
3055,0,0,0,204.79,204.79,1
3056,0,0,1,21092.352000000003,106855.17,6
3057,0,0,0,2821.7866670000003,27930.72,6
3058,0,0,0,3422.708333,21546.25,6
3059,0,0,0,6321.416667,37928.5,6
3060,0,0,1,729.1,1458.2,2
3061,0,0,0,5815.033332999999,17445.1,3
3062,0,0,0,1000.0,2000.0,2
3063,0,0,0,360.0,1026.0,2
3064,0,0,0,8201.96,24605.88,3
3065,0,0,0,5463.7325,21854.93,4
3066,0,0,1,2686.7,6123.4,3
3067,0,0,0,,,0
3068,0,0,0,1697.73,15993.56,5
3069,1,0,0,134.75,5219.5,3
3070,1,0,0,6854.894,34274.47,5
3071,1,0,0,1766.0,8168.31,4
3072,0,0,0,675.0,1350.0,2
3073,0,0,0,320.0,320.0,1
3074,0,0,0,8409.511667,50927.07,6
3075,1,0,1,1050.0,4200.0,4
3076,1,0,0,2000.0,3053.44,5
3077,0,0,1,953.3333332999998,5720.0,6
3078,0,0,0,4530.31,22742.55,5
3079,1,0,0,,48528.0,2
3080,1,0,0,346.0,346.0,1
3081,0,0,0,1215.5,4862.0,4
3082,0,0,0,778.0,1605.0,2
3083,0,0,0,8529.2725,34639.09,6
3084,0,0,0,1392.47,2784.94,2
3085,0,0,0,2835.566667,11388.88,4
3086,0,0,0,1000.0,1498.0,2
3087,0,0,0,,,0
3088,0,0,0,7984.561667,47907.37,6
3089,0,0,0,,,0
3090,0,0,0,9266.455,55598.73,6
3091,0,0,1,,,0
3092,0,0,0,5775.42,23101.68,4
3093,1,0,0,406.285,812.57,2
3094,0,0,0,9695.983333,60635.9,6
3095,0,0,0,8331.721667,51664.12,6
3096,0,0,0,1275.066667,3825.2,3
3097,0,0,0,880.0,880.0,1
3098,0,0,0,10793.67333,65037.94,6
3099,0,0,0,1500.0,1500.0,1
3100,0,0,0,2389.0433329999996,7305.13,4
3101,0,0,0,1000.0,1000.0,1
3102,0,0,0,7492.758333,48128.55,6
3103,0,0,1,13.562000000000001,135.01,5
3104,0,0,0,358.0,358.0,1
3105,0,0,0,850.0,850.0,1
3106,0,0,0,,4257.0,2
3107,0,0,0,2528.5,10114.0,4
3108,0,0,0,845.5,1691.0,2
3109,0,0,1,1458.75,5934.69,5
3110,1,0,1,,,0
3111,0,0,1,,,0
3112,0,0,0,,,0
3113,0,0,0,5130.196,25650.98,5
3114,0,0,0,9482.21,47411.05,5
3115,0,0,0,,,0
3116,0,0,1,372.93,2572.93,3
3117,0,0,0,1507.5339999999999,7992.67,6
3118,0,0,0,,,0
3119,0,0,0,13827.69,14165.69,3
3120,0,0,0,3136.18,12544.72,4
3121,0,0,0,59150.33833,354902.03,6
3122,0,0,0,1188.143333,10975.8,6
3123,0,0,1,,,0
3124,1,0,0,3310.502,17585.21,6
3125,0,0,0,,,0
3126,0,0,0,9528.725,57404.35,6
3127,0,0,0,2785.285,11141.14,4
3128,0,0,0,,,0
3129,0,0,0,6772.333333,44074.6,6
3130,1,0,0,,,0
3131,0,0,0,4661.2575,18645.03,4
3132,0,0,0,7385.0375,31840.15,5
3133,0,0,1,6882.82,41476.92,6
3134,0,0,0,180.42,3981.79,5
3135,0,0,0,2580.75,15484.5,6
3136,0,0,0,1195.0,3680.5,4
3137,0,0,0,,1.0,1
3138,0,0,0,14988.826669999999,89932.96,6
3139,0,0,0,691.81,1383.62,2
3140,0,0,0,4604.482,23627.41,6
3141,0,0,0,15992.933330000002,95982.6,6
3142,0,0,0,5452.1,33791.0,5
3143,1,0,0,2013.49,3934.49,2
3144,0,0,0,6181.19,24724.76,4
3145,0,0,0,,393.6,3
3146,0,0,0,167.27,17804.54,2
3147,0,0,0,3842.5,7685.0,2
3148,0,0,0,,308.0,1
3149,0,0,0,,,0
3150,0,0,0,,167.81,3
3151,0,0,0,1338.73,4016.19,3
3152,0,0,0,880.0,1760.0,2
3153,0,0,0,19263.6,57790.8,3
3154,1,0,1,2795.2,5735.4,3
3155,1,0,0,,,0
3156,0,0,0,,,0
3157,1,0,1,2178.23,10891.15,5
3158,0,0,0,2325.0,9300.0,4
3159,1,0,0,20814.0,20814.0,1
3160,0,0,0,,13576.92,1
3161,1,0,1,860.0,860.0,1
3162,1,0,0,8727.256667,52363.54,6
3163,0,0,0,851.03,1983.06,4
3164,0,0,0,1064.545,5093.18,4
3165,0,0,0,19222.805,115336.83,6
3166,0,0,0,3298.79,10696.37,5
3167,0,0,0,12279.25333,37187.75,3
3168,0,0,0,,,0
3169,0,0,0,1384.2,3641.34,3
3170,0,0,0,,,0
3171,0,0,0,,,0
3172,0,0,0,9185.321667,55561.93,6
3173,0,0,0,11256.96,56284.8,5
3174,0,0,0,1163.0,4169.0,4
3175,0,0,0,168.0,168.0,1
3176,0,0,0,3730.85,22385.1,6
3177,0,0,0,12324.41667,73946.5,6
3178,0,0,0,1345.9125,5383.65,4
3179,0,0,0,,,0
3180,0,0,0,,,0
3181,0,0,1,960.03,2880.09,3
3182,0,0,0,2055.875,12335.25,6
3183,0,0,0,,,0
3184,0,0,0,400.0,410.0,1
3185,0,0,0,6051.0,24204.0,4
3186,1,0,1,1862.0,1862.0,1
3187,0,0,0,3677.583333,22065.5,6
3188,0,0,0,,,0
3189,0,0,0,1625.953333,9755.72,6
3190,0,0,0,7830.804,40284.02,6
3191,0,0,0,4032.666667,24196.0,6
3192,0,0,0,,31.5,1
3193,0,0,0,6822.62,40935.72,6
3194,0,0,0,2535.316667,15211.9,6
3195,0,0,0,1182.7,5056.96,3
3196,0,0,0,1524.79,3413.58,3
3197,0,0,0,,,0
3198,0,0,0,,,0
3199,0,0,0,3785.3783329999997,22903.47,6
3200,0,0,0,684.2366667,2052.71,3
3201,0,0,0,955.0,1042.3,3
3202,0,0,0,,874.3,5
3203,0,0,0,5977.555,11955.11,2
3204,0,0,0,,,0
3205,0,0,0,3382.49,13529.96,4
3206,0,0,0,1.0,1.0,1
3207,1,0,0,1671.755,6787.02,5
3208,1,0,1,2650.91,2650.91,1
3209,0,0,0,2360.12,7636.12,1
3210,0,0,0,1265.1675,5060.67,4
3211,0,0,0,4412.58,17650.32,4
3212,0,0,0,3000.0,33460.58,3
3213,0,0,0,,,0
3214,0,0,0,934.508,4720.34,6
3215,0,0,0,1359.5,5438.0,4
3216,0,0,0,,468.2,3
3217,0,0,0,2924.41,3323.41,2
3218,0,0,0,1000.0,5603.15,3
3219,0,0,0,,,0
3220,0,0,0,99.74,524.74,3
3221,0,0,1,804.35,1608.7,2
3222,0,0,0,4622.808333,27736.85,6
3223,1,0,1,,,0
3224,0,0,0,1153.04,1153.04,1
3225,0,0,0,2000.0,2243.0,2
3226,0,0,0,1982.7,3965.4,2
3227,0,0,0,3248.86,12995.44,4
3228,1,0,1,,1416.5,3
3229,0,0,0,4215.826667,25294.96,6
3230,0,0,0,,,0
3231,1,0,0,1643.77,3996.12,4
3232,0,0,0,,,0
3233,0,0,0,2280.053333,8613.49,5
3234,1,0,0,,,0
3235,0,0,0,,228.0,1
3236,0,0,1,2798.906667,8396.72,3
3237,0,0,0,911.8,911.8,1
3238,0,0,0,45.6,279.6,4
3239,1,0,0,,,0
3240,0,0,1,,,0
3241,0,0,0,,,0
3242,0,0,0,2176.25,8705.0,4
3243,0,0,0,8091.446,40457.23,5
3244,0,0,1,7206.151999999999,36030.76,5
3245,0,0,1,1606.0,9973.7,6
3246,1,0,0,7745.7480000000005,38728.74,5
3247,1,0,0,851.0,1902.0,3
3248,0,0,0,,,0
3249,1,0,1,2068.583333,12411.51,6
3250,0,0,0,,,0
3251,0,0,0,1760.0,1760.0,1
3252,0,0,0,1444.9,8464.6,4
3253,0,0,1,1215.0,2430.0,2
3254,0,0,0,7536.075,30184.0,4
3255,1,0,0,3442.0,13768.0,4
3256,0,0,0,2073.736667,6536.21,4
3257,0,0,0,7877.755,31511.02,4
3258,0,0,0,4146.94,12695.32,4
3259,0,0,0,714.03,3764.03,4
3260,0,0,0,100.03,100.03,1
3261,0,0,0,5275.73,33884.38,6
3262,0,0,1,5635.298000000001,37669.49,6
3263,0,0,0,870.93,870.93,1
3264,0,0,0,5308.4,26892.0,5
3265,0,0,0,39736.22,238417.32,6
3266,0,0,0,7354.6175,32144.07,6
3267,0,0,0,,13896.0,3
3268,0,0,1,1000.0,1939.8,4
3269,0,0,0,8250.508333,49523.05,6
3270,1,0,0,,,0
3271,0,0,0,,24086.2,6
3272,0,0,0,0.77,680.77,2
3273,0,0,0,26.81,26.81,1
3274,0,0,0,,,0
3275,0,0,0,1239.566667,4587.4,4
3276,1,0,0,942.5,3770.0,4
3277,1,0,0,2126.054,10900.37,6
3278,0,0,0,6055.9075,24223.63,4
3279,0,0,0,424.025,848.05,2
3280,0,0,0,1416.44,7082.2,5
3281,0,0,0,22587.68833,135526.13,6
3282,0,0,1,,19.2,1
3283,0,0,1,1174.34,3523.02,3
3284,0,0,0,,,0
3285,0,0,1,1113.693333,3341.08,3
3286,1,0,1,,,0
3287,1,0,0,4086.01,20431.05,5
3288,0,0,0,4545.233333,29322.4,6
3289,0,0,0,6008.475,36050.85,6
3290,0,0,0,750.0,750.0,1
3291,1,0,0,,,0
3292,0,0,0,28614.1575,186056.63,6
3293,0,0,0,527.6333333,1582.9,3
3294,0,0,1,3990.44,23942.64,6
3295,0,0,0,2147.938,10739.69,5
3296,0,0,1,7189.266,35946.33,5
3297,1,0,0,,,0
3298,0,0,0,,,0
3299,0,0,1,,11874.5,2
3300,0,0,0,,754.0,5
3301,1,0,1,10.0,10.0,1
3302,0,0,0,,,0
3303,0,0,0,3131.6259999999997,15658.13,5
3304,0,0,0,3869.9959999999996,19349.98,5
3305,0,0,0,1410.42,4231.26,3
3306,0,0,1,,,0
3307,0,0,1,,,0
3308,0,0,0,962.5333332999999,2887.6,3
3309,0,0,0,,,0
3310,0,0,1,200.0,200.0,1
3311,1,0,1,2189.962,13691.81,5
3312,0,0,0,1169.5,3753.96,3
3313,0,0,0,322.8833333,1945.3,6
3314,0,0,0,5915.0,17745.0,3
3315,0,0,0,,,0
3316,0,0,0,1938.713333,5816.14,3
3317,0,0,1,351.0666667,1053.2,3
3318,0,0,0,4967.24,24836.2,5
3319,0,0,0,,599.0,1
3320,0,0,0,4689.3859999999995,23446.93,5
3321,0,0,0,1660.668333,9964.01,6
3322,0,0,0,,,0
3323,0,0,0,7513.823333,45082.94,6
3324,0,0,0,1537.375,3074.75,2
3325,0,0,0,643.4019999999999,3385.11,6
3326,0,0,0,1921.0,1921.0,1
3327,0,0,1,,,0
3328,0,0,0,928.385,1856.77,2
3329,0,0,0,744.5433333,3846.04,3
3330,0,0,0,,1500.0,1
3331,1,0,1,405.75,1623.0,4
3332,0,0,0,17727.68333,53183.05,3
3333,1,0,1,,,0
3334,1,0,1,634.16,634.16,1
3335,0,0,0,13203.27,13203.27,1
3336,0,0,1,4872.63,24363.15,5
3337,0,0,0,,,0
3338,0,0,0,1102.2,3308.2,2
3339,0,0,1,,,0
3340,0,0,0,502.5,1005.0,2
3341,0,0,0,8224.78,49348.68,6
3342,0,0,0,,,0
3343,0,0,0,8520.0,14520.0,2
3344,0,0,0,9269.166667,27807.5,3
3345,0,0,0,,39546.0,3
3346,1,0,0,206.31,813.74,4
3347,0,0,0,974.91,974.91,1
3348,0,0,0,17810.58,71542.32,5
3349,0,0,0,1963.04,10207.2,5
3350,0,0,0,1221.2,7285.0,6
3351,0,0,0,3076.3125,12305.25,4
3352,0,0,0,147.655,295.31,2
3353,0,0,1,13444.021669999998,80664.14,6
3354,0,0,0,,,0
3355,0,0,1,,,0
3356,1,0,0,,,0
3357,0,0,0,,,0
3358,0,0,0,,,0
3359,0,0,1,,,0
3360,0,0,0,500.0,1000.0,2
3361,0,0,1,,37000.0,2
3362,0,0,1,203.475,938.9,4
3363,0,0,0,4873.951667,29243.71,6
3364,1,0,0,1210.0,26210.0,1
3365,0,0,0,,,0
3366,0,0,0,,,0
3367,1,0,0,,,0
3368,0,0,0,2000.0,2000.0,1
3369,0,0,0,,180.06,2
3370,0,0,1,,,0
3371,0,0,0,3400.0,3400.0,1
3372,0,0,0,,,0
3373,0,0,0,10463.644,52611.22,5
3374,0,0,1,1676.23,6704.92,4
3375,0,0,0,8020.886667,48437.27,6
3376,0,0,0,4266.78,21333.9,5
3377,1,0,0,,,0
3378,1,0,0,7015.75,42493.64,6
3379,0,0,0,,,0
3380,0,0,0,3655.02,7310.04,2
3381,0,0,0,4826.613333,28959.68,6
3382,1,0,0,12196.222,60981.11,5
3383,0,0,0,300.0,436.6,2
3384,0,0,0,1490.995,166981.99,5
3385,0,0,0,4503.656667,13510.97,3
3386,1,0,0,25622.955,153737.73,6
3387,0,0,0,950.0,3990.0,4
3388,0,0,0,,,0
3389,0,0,0,818.928,4196.64,5
3390,1,0,0,93.71,93.71,1
3391,0,0,0,4122.56,10824.0,1
3392,1,0,0,,,0
3393,0,0,0,,,0
3394,0,0,0,2883.7,16854.49,6
3395,1,0,0,5175.0,10417.0,3
3396,0,0,1,7159.275,28671.1,4
3397,1,0,0,6000.0,6000.0,1
3398,1,0,0,1800.0,3600.0,2
3399,0,0,0,,,0
3400,0,0,0,,1940.0,1
3401,0,1,0,399.51599999999996,3166.58,6
3402,1,0,0,,,0
3403,0,0,1,783.3333332999999,2350.0,3
3404,0,0,0,2682.7733329999996,8048.32,3
3405,0,0,0,,,0
3406,0,0,0,,,0
3407,0,0,0,732.97,6393.64,6
3408,0,0,0,2994.066667,9060.2,4
3409,0,0,0,2939.0,8817.0,3
3410,0,0,0,1030.0,1446.1,3
3411,0,0,0,,,0
3412,0,0,1,,3099.0,1
3413,0,0,0,800.0,800.0,1
3414,0,0,0,,,0
3415,0,0,0,129.30666670000002,387.92,3
3416,0,0,0,,2004.23,3
3417,0,0,0,22191.97,110959.85,5
3418,1,0,0,264.0,528.0,2
3419,0,0,1,2300.12,11571.07,6
3420,0,0,0,3534.25,14811.85,5
3421,1,0,1,,,0
3422,0,0,0,3747.386667,11242.16,3
3423,0,0,0,2447.1533329999997,7791.46,3
3424,0,0,0,938.0,7412.5,6
3425,0,0,0,1399.333333,8396.0,6
3426,0,0,0,26905.09,53810.18,2
3427,0,0,1,6205.0,37230.0,6
3428,0,0,0,2311.0,2819.0,2
3429,0,0,0,2385.785,4771.57,2
3430,0,0,0,,,0
3431,1,0,1,6046.2966670000005,36277.78,6
3432,1,0,0,4332.916,21664.58,5
3433,0,0,0,7980.431667,47882.59,6
3434,1,0,0,2596.0366670000003,15576.22,6
3435,0,0,1,3451.89,17259.45,5
3436,0,0,0,14637.91167,88844.47,6
3437,0,0,1,,,0
3438,0,0,0,7620.4275,30481.71,4
3439,1,0,0,5442.16,21768.64,4
3440,0,0,0,10477.0,22954.0,3
3441,0,0,0,,230.0,1
3442,0,0,0,528.0,2930.0,3
3443,0,0,0,792.69,792.69,1
3444,0,0,0,,,0
3445,1,0,1,1441.5,5766.0,4
3446,0,0,0,,60.0,1
3447,0,0,0,,,0
3448,0,0,1,3348.8383329999997,20093.03,6
3449,0,0,0,1553.9175,6215.67,4
3450,1,0,0,,,0
3451,1,0,0,7250.901999999999,36254.51,5
3452,1,0,0,1265.05,5260.2,5
3453,0,0,0,2395.2,11976.0,5
3454,0,0,1,,,0
3455,1,0,0,1140.0,4560.0,4
3456,0,0,0,3208.18,3208.18,1
3457,0,0,0,,,0
3458,1,0,1,1000.0,2656.1,3
3459,0,0,0,174.1,948.2,5
3460,0,0,1,,,0
3461,0,0,0,1613.7,3227.4,2
3462,1,0,0,488.795,2144.18,5
3463,0,0,1,,,0
3464,0,0,0,5088.3425,23868.28,6
3465,0,0,0,20000.0,25000.0,2
3466,1,0,1,,,0
3467,1,0,0,,,0
3468,0,0,0,,,0
3469,0,0,0,1757.0,3906.01,3
3470,0,0,0,475.5,575.5,2
3471,0,0,1,1000.0,2000.0,2
3472,0,0,0,27843.03833,167058.23,6
3473,0,0,0,16944.6,67778.4,4
3474,0,0,0,4321.355,30164.01,6
3475,0,0,0,,,0
3476,0,0,0,1928.4666670000001,11570.8,6
3477,0,0,1,780.0,780.0,1
3478,0,0,0,4858.0,4858.0,1
3479,0,0,0,150.01,150.01,1
3480,0,0,0,13486.023330000002,81197.64,6
3481,0,0,0,768.07,1536.14,2
3482,1,0,1,2901.166667,17407.0,6
3483,0,0,0,13.61,3730.21,4
3484,0,0,0,183.76,2437.2,6
3485,1,0,0,1199.333333,3598.0,3
3486,1,0,0,,,0
3487,0,0,0,1836.6666670000002,11719.0,6
3488,0,0,0,40049.025,240294.15,6
3489,0,0,0,3908.6240000000003,19543.12,5
3490,1,0,1,,79.0,1
3491,0,0,0,4347.7375,17390.95,4
3492,1,0,0,19257.926,96289.63,5
3493,0,0,0,,,0
3494,1,0,0,5619.94,33719.64,6
3495,1,0,1,,,0
3496,0,0,0,,,0
3497,0,0,0,1316.4920000000002,7031.45,6
3498,1,0,0,4935.0383329999995,29610.23,6
3499,0,0,0,,,0
3500,0,0,1,1465.625,6030.25,3
3501,1,0,0,,,0
3502,0,0,0,4599.333333,27596.0,6
3503,0,0,0,113.36,5338.0,3
3504,0,0,0,8373.695,33494.78,4
3505,0,0,0,,,0
3506,1,0,0,,,0
3507,0,0,0,4230.0,16920.0,4
3508,0,0,1,,,0
3509,0,0,0,3694.7,15977.7,3
3510,0,0,1,,316.8,2
3511,0,0,1,3663.333333,10990.0,3
3512,0,0,1,4358.166667,26149.0,6
3513,1,0,1,23543.8625,121844.68,4
3514,0,0,0,6167.031667,37002.19,6
3515,0,0,0,8730.016667,52504.6,6
3516,0,0,1,8379.612,41898.06,5
3517,0,0,0,2443.416667,14660.5,6
3518,0,0,0,2185.75,2343.75,3
3519,1,0,0,1946.875,7787.5,4
3520,0,0,0,4899.25,19597.0,4
3521,0,0,0,503.5,1802.7,5
3522,0,0,0,3393.2,17085.0,5
3523,1,0,1,299.0,2540.0,2
3524,0,0,0,780.0,4878.61,4
3525,1,0,0,5229.133333,15687.4,3
3526,0,0,0,3412.453333,11016.36,4
3527,0,0,0,299.5,599.0,2
3528,0,0,0,1670.0,2113.11,3
3529,0,0,0,343.7,687.4,2
3530,1,0,0,8490.27,43004.35,6
3531,0,0,0,2837.5,8600.3,5
3532,1,0,0,584.305,2168.0,3
3533,0,0,0,1425.0,5700.0,4
3534,0,0,0,716.7,2150.1,3
3535,0,0,0,,,0
3536,1,0,1,,,0
3537,0,0,0,307.4,711.5,2
3538,0,0,0,1333.536667,4000.61,3
3539,0,0,0,,,0
3540,0,0,0,,,0
3541,1,0,0,210.0,210.0,1
3542,1,0,1,,,0
3543,0,0,0,,290.0,1
3544,1,0,0,,,0
3545,0,0,0,1843.6866670000002,11451.12,6
3546,0,0,0,3165.638,15872.19,6
3547,0,0,0,4880.045,31779.27,6
3548,1,0,0,,,0
3549,0,0,0,708.72,708.72,1
3550,1,0,0,2876.0,5752.0,2
3551,0,0,1,,,0
3552,0,0,0,949.3333332999998,2848.0,3
3553,0,0,0,3000.0,3000.0,1
3554,1,0,1,4308.661667,25851.97,6
3555,0,0,0,,,0
3556,1,0,0,731.29,1462.58,2
3557,1,0,0,966.0,4830.0,5
3558,0,0,0,400.0,971.0,2
3559,0,0,0,15245.756669999999,91485.54,6
3560,0,0,0,7065.841667000001,42395.05,6
3561,1,0,1,1889.75,7559.0,4
3562,1,0,0,500.0,1000.0,1
3563,0,0,0,380.0,448.0,2
3564,0,0,0,1591.466667,4774.4,3
3565,0,0,0,240.75,481.5,2
3566,0,0,1,0.04,0.04,1
3567,0,0,0,142561.5,855620.7,6
3568,0,0,0,2990.5,16330.44,5
3569,0,0,0,6082.74,36496.44,6
3570,1,0,0,,,0
3571,0,0,0,,,0
3572,0,0,0,2494.44,413388.88,3
3573,0,0,0,4503.1,22565.5,5
3574,0,0,0,,,0
3575,1,0,0,415.625,831.25,2
3576,0,0,0,1956.4,3912.8,2
3577,0,0,0,,,0
3578,0,0,0,3590.525,21939.15,6
3579,1,0,0,2570.6,12853.0,5
3580,0,0,0,8419.698,42355.89,5
3581,1,0,0,1628.093333,9905.76,6
3582,0,0,0,1654.644,22617.48,6
3583,0,0,0,,,0
3584,0,0,0,,,0
3585,0,0,0,8554.71,51328.26,6
3586,1,0,0,,,0
3587,0,0,0,1944.73,1944.73,1
3588,1,0,0,2912.6,11650.4,4
3589,1,0,1,3181.066667,9543.2,3
3590,0,0,0,2475.0,4950.0,2
3591,0,0,0,1462.75,5851.0,4
3592,0,0,0,860.0,2014.0,2
3593,0,0,0,,,0
3594,0,0,0,12463.97667,74783.86,6
3595,1,0,0,4106.998333,24641.99,6
3596,0,0,0,6239.108333,37583.65,6
3597,1,0,0,2233.482,11167.41,5
3598,0,0,0,2903.68,14578.4,5
3599,0,0,0,1375.0,5500.0,4
3600,0,0,1,,,0
3601,1,0,1,5265.186667,31591.12,6
3602,0,0,0,,,0
3603,0,0,0,,,0
3604,0,0,1,,,0
3605,0,0,0,,,0
3606,1,0,0,32677.472,163387.36,5
3607,0,0,1,4012.21,20061.05,5
3608,0,0,0,4769.2025,19076.81,4
3609,0,0,0,3536.0,21216.0,6
3610,0,0,0,5519.875,33119.25,6
3611,0,0,0,10614.0,42456.0,4
3612,0,0,0,,1703.0,2
3613,0,0,0,4788.91,28733.46,6
3614,0,0,0,2.16,20866.3,4
3615,0,0,0,5030.5,20122.0,4
3616,0,0,1,4414.238333,32639.54,6
3617,0,0,0,43.11,43.11,1
3618,0,0,0,19682.63167,118095.79,6
