个人信息,校园卡编号,消费金额,存储金额,余额,消费次数,消费类型,消费地点,消费时间
180106-女,2018106,2.1,0,53.3,818,消费,第五食堂,2019-04-19 16_5
183341-男,20183341,0.66,0,71.78,856,消费,第一食堂,2019-04-06 18_7
183243-女,20183243,8,0,190.4,912,消费,第二食堂,2019-04-16 11_11
182158-女,20182158,3,0,84.2,379,消费,第五食堂,2019-04-01 16_8
183539-男,20183539,3,0,29.3,668,消费,第二食堂,2019-04-27 07_5
180362-女,2018362,7,0,104.1,341,消费,第四食堂,2019-04-30 16_7
183662-女,20183662,2.5,0,50.1,508,消费,好利来食品店,2019-04-11 07_10
181339-男,20181339,1.5,0,15.9,806,消费,第一食堂,2019-04-18 12_2
180526-男,2018526,3.5,0,16.1,1091,消费,第一食堂,2019-04-10 21_4
181268-女,20181268,1.5,0,89.9,1035,消费,第二食堂,2019-04-10 17_10
181556-男,20181556,1.5,0,70.3,1159,消费,第二食堂,2019-04-11 11_11
183455-女,20183455,8,0,17.94,404,消费,第四食堂,2019-04-03 13_5
180082-女,201882,3,0,48.9,696,消费,第一食堂,2019-04-15 11_7
182213-女,20182213,0.4,0,91.3,891,消费,第五食堂,2019-04-15 11_11
181590-女,20181590,8,0,3.4,477,消费,第二食堂,2019-04-13 12_2
181927-女,20181927,0.4,0,23.9,698,消费,第二食堂,2019-04-21 11_11
182203-女,20182203,1.2,0,33.8,476,消费,好利来食品店,2019-04-16 14_4
183675-女,20183675,3,0,108.3,551,消费,第五食堂,2019-04-22 17_0
182376-女,20182376,3,0,82.1,656,消费,好利来食品店,2019-04-10 16_1
180655-女,2018655,2,0,126,541,消费,第一食堂,2019-04-06 20_7
183954-女,20183954,0.4,0,67.91,723,消费,第五食堂,2019-04-09 11_12
180523-男,2018523,1.1,0,71.6,950,消费,第一图书馆,2019-04-02 16_5
183582-女,20183582,1,0,49.21,1074,消费,第二食堂,2019-04-26 07_6
183454-女,20183454,5.4,0,197.2,377,消费,第二食堂,2019-04-02 16_5
180560-女,2018560,5,0,65.55,636,消费,第四食堂,2019-04-16 18_2
183836-女,20183836,3.5,0,54.9,818,消费,第五食堂,2019-04-22 20_1
180712-女,2018712,3.5,0,77.34,432,消费,第一食堂,2019-04-21 18_11
182241-女,20182241,1,0,62.1,660,消费,第一食堂,2019-04-04 11_10
181868-女,20181868,2,0,74.4,653,消费,第二食堂,2019-04-08 11_10
181901-男,20181901,4,0,50.66,282,消费,好利来食品店,2019-04-03 07_10
182953-男,20182953,6,0,41.7,395,消费,第五食堂,2019-04-08 17_10
181975-男,20181975,1.5,0,49.3,930,消费,第一食堂,2019-04-25 07_7
183422-女,20183422,4,0,141.55,807,消费,第一食堂,2019-04-08 11_10
183325-女,20183325,3,0,106.6,665,消费,第二食堂,2019-04-15 19_4
183833-男,20183833,2.6,0,182.8,461,消费,第五食堂,2019-04-11 07_2
181063-男,20181063,1.6,0,99.3,1159,消费,第二食堂,2019-04-25 19_4
181094-男,20181094,6,0,76.2,685,消费,第二食堂,2019-04-27 08_8
180493-女,2018493,0.4,0,86.55,881,消费,第五食堂,2019-04-18 17_11
180456-女,2018456,9,0,233.35,686,消费,第二食堂,2019-04-10 11_7
180863-女,2018863,3.5,0,33.8,673,消费,第二食堂,2019-04-22 12_3
182756-男,20182756,8,0,84,432,消费,第三食堂,2019-04-03 17_8
182695-女,20182695,0.6,0,137.4,730,消费,第二食堂,2019-04-18 17_11
181047-女,20181047,7,0,30.4,655,消费,第四食堂,2019-04-30 11_7
181083-男,20181083,9,0,4.92,1222,消费,第四食堂,2019-04-01 12_0
183737-女,20183737,3,0,49.1,742,消费,第五食堂,2019-04-15 11_8
182705-女,20182705,8,0,65,859,消费,第四食堂,2019-04-09 18_3
183921-女,20183921,0.5,0,96.8,601,消费,第五食堂,2019-04-14 11_10
180613-女,2018613,2.1,0,88.1,595,消费,第二食堂,2019-04-17 16_8
182903-男,20182903,9.5,0,103.1,661,消费,红太阳超市,2019-04-25 15_9
181743-女,20181743,2.5,0,37.91,508,消费,第二食堂,2019-04-12 00_0
181738-女,20181738,0.4,0,75.2,612,消费,第二食堂,2019-04-09 11_10
183173-男,20183173,0.6,0,163.8,545,消费,第一食堂,2019-04-04 17_6
183164-男,20183164,4,0,56.8,910,消费,第二食堂,2019-04-29 12_2
183973-男,20183973,0.6,0,80.3,625,消费,第五食堂,2019-04-30 11_7
183997-女,20183997,0.4,0,48.54,738,消费,第二食堂,2019-04-02 16_5
183183-女,20183183,2,0,54.5,210,消费,第一食堂,2019-04-01 07_10
180167-女,2018167,4.5,0,207,1046,消费,第五食堂,2019-04-11 11_11
180115-女,2018115,10,0,49.2,382,消费,第四食堂,2019-04-26 17_9
181063-男,20181063,2.5,0,86.3,1098,消费,第一食堂,2019-04-18 11_10
183574-女,20183574,0.5,0,74.01,1077,消费,第二食堂,2019-04-09 11_10
184110-男,20184110,2.5,0,3.24,303,消费,第二食堂,2019-04-22 07_11
180225-男,2018225,5,0,53.5,473,消费,第二食堂,2019-04-02 18_4
181899-男,20181899,1.6,0,46.6,1290,消费,第二食堂,2019-04-22 07_9
183147-男,20183147,9,0,76,422,消费,第二食堂,2019-04-23 21_5
181344-男,20181344,2,0,74.7,947,消费,第二食堂,2019-04-20 17_10
181563-男,20181563,4,0,59.3,878,消费,第一食堂,2019-04-06 19_6
181635-男,20181635,2,0,48,546,消费,第一食堂,2019-04-15 07_7
181136-男,20181136,2.5,0,16,1082,消费,第二食堂,2019-04-25 08_6
181946-女,20181946,1,0,201.6,874,消费,第二食堂,2019-04-16 07_5
182815-女,20182815,3.9,0,32.1,490,消费,第二食堂,2019-04-04 07_9
183320-女,20183320,0.5,0,216.2,712,消费,第二食堂,2019-04-01 18_2
181302-女,20181302,0.8,0,70,484,消费,第一图书馆,2019-04-02 16_5
181108-男,20181108,3,0,91.9,990,消费,第四食堂,2019-04-16 11_8
180071-女,201871,2.5,0,87,1061,消费,第五食堂,2019-04-26 11_8
180780-女,2018780,3.5,0,77.3,923,消费,第二食堂,2019-04-07 17_9
181268-女,20181268,4,0,54.4,1047,消费,红太阳超市,2019-04-13 09_1
183841-女,20183841,0.5,0,30.9,367,消费,第三食堂,2019-04-30 12_10
183153-男,20183153,9,0,25.1,414,消费,第四食堂,2019-04-21 17_11
182395-女,20182395,9,0,180.2,497,消费,第三食堂,2019-04-11 10_7
183217-男,20183217,2,0,61.7,574,消费,第一食堂,2019-04-22 07_9
184104-男,20184104,8,0,15.04,935,消费,第四食堂,2019-04-12 16_8
183588-女,20183588,0.5,0,50.9,829,消费,第二食堂,2019-04-01 12_0
182598-女,20182598,4,0,100.2,549,消费,好利来食品店,2019-04-10 07_10
182328-女,20182328,4.5,0,113.4,365,消费,第五食堂,2019-04-02 12_0
182329-女,20182329,1,0,86.2,895,消费,水电缴费处,2019-04-12 11_11
182497-女,20182497,8.1,0,212.9,625,消费,第五食堂,2019-04-16 18_1
183181-女,20183181,8,0,64.6,311,消费,第四食堂,2019-04-25 12_3
182332-女,20182332,0.5,0,81.9,682,消费,第三食堂,2019-04-09 18_2
183387-女,20183387,1.5,0,148.2,497,消费,第二食堂,2019-04-17 18_9
181275-女,20181275,2,0,78.7,960,消费,第二食堂,2019-04-26 11_10
181452-男,20181452,7,0,110.9,675,消费,第四食堂,2019-04-03 12_11
181618-男,20181618,2,0,28.2,526,消费,红太阳超市,2019-04-22 20_12
181112-男,20181112,6,0,170,692,消费,第二食堂,2019-04-16 07_6
183770-男,20183770,0.6,0,11.9,532,消费,第三食堂,2019-04-15 18_7
181409-男,20181409,4.5,0,10.3,1142,消费,红太阳超市,2019-04-11 15_9
180147-女,2018147,7,0,64.7,559,消费,第四食堂,2019-04-15 18_2
183726-女,20183726,0.6,0,93.7,613,消费,第五食堂,2019-04-02 07_6
182029-男,20182029,8,0,73.5,727,消费,第三食堂,2019-04-25 13_1
182887-女,20182887,3,0,19.2,476,消费,好利来食品店,2019-04-08 07_6
180589-女,2018589,7,0,106.21,790,消费,第四食堂,2019-04-25 12_0
183268-男,20183268,2,0,238.9,628,消费,第四食堂,2019-04-18 11_8
183944-男,20183944,0.6,0,117.9,414,消费,第五食堂,2019-04-09 07_8
182694-女,20182694,2.5,0,202.3,548,消费,好利来食品店,2019-04-16 16_5
180511-女,2018511,1,0,117.8,723,消费,第五食堂,2019-04-24 07_5
181515-男,20181515,2,0,225.61,693,消费,第二食堂,2019-04-18 11_7
182700-女,20182700,8,0,278.7,888,消费,第三食堂,2019-04-13 11_6
181488-男,20181488,4.5,0,92.6,748,消费,第一食堂,2019-04-11 18_0
182472-女,20182472,3.2,0,41.6,615,消费,第五食堂,2019-04-23 19_6
182649-女,20182649,4.5,0,43.3,443,消费,第五食堂,2019-04-09 18_1
182731-男,20182731,3.5,0,1.62,539,消费,第二食堂,2019-04-08 11_11
183072-男,20183072,8,0,57.44,502,消费,第三食堂,2019-04-25 17_8
181534-男,20181534,0.6,0,77,671,消费,第一食堂,2019-04-30 11_7
183859-女,20183859,4,0,214.7,509,消费,好利来食品店,2019-04-03 12_3
182523-女,20182523,8,0,80,585,消费,第五食堂,2019-04-10 18_2
181130-男,20181130,2.3,0,76.6,246,消费,第二食堂,2019-04-17 00_0
181414-男,20181414,0.6,0,16.4,857,消费,第一食堂,2019-04-01 11_12
182944-男,20182944,7,0,29.4,545,消费,第五食堂,2019-04-13 08_11
181142-男,20181142,0.7,0,77.8,701,消费,第一食堂,2019-04-06 12_7
184034-女,20184034,5.5,0,126.41,990,消费,第二食堂,2019-04-22 16_9
182694-女,20182694,0.6,0,199.1,550,消费,第五食堂,2019-04-17 07_2
184006-男,20184006,2.5,0,44,243,消费,第二食堂,2019-04-23 09_10
181279-女,20181279,1.2,0,10.3,394,消费,第五食堂,2019-04-03 07_10
181096-男,20181096,10,0,24.8,619,消费,第四食堂,2019-04-20 19_0
184275-男,20184275,31.4,0,152.6,458,消费,好利来食品店,2019-04-22 12_5
183106-男,20183106,0.6,0,65.5,765,消费,第五食堂,2019-04-23 07_5
180752-男,2018752,10,0,60.13,593,消费,第四食堂,2019-04-09 18_9
183708-女,20183708,4,0,138.15,802,消费,第五食堂,2019-04-17 16_8
182896-男,20182896,8,0,62.6,566,消费,第三食堂,2019-04-04 12_3
180862-女,2018862,7,0,81.5,642,消费,第四食堂,2019-04-12 12_0
181349-男,20181349,1.5,0,29.4,704,消费,第二食堂,2019-04-08 17_5
181019-女,20181019,9,0,40.6,640,消费,第二食堂,2019-04-30 17_7
180267-女,2018267,3.5,0,27.4,790,消费,第二食堂,2019-04-25 11_5
182555-女,20182555,5,0,167.8,452,消费,第三食堂,2019-04-10 12_0
182039-男,20182039,0.6,0,118.8,838,消费,第一食堂,2019-04-23 11_5
181215-男,20181215,2.5,0,131.8,680,消费,第一食堂,2019-04-01 07_9
181691-男,20181691,3,0,60,277,消费,第二食堂,2019-04-14 09_10
180002-男,20182,3.5,0,98,227,消费,第一食堂,2019-04-05 11_10
181562-男,20181562,3.2,0,8.2,771,消费,第二食堂,2019-04-08 10_1
181903-男,20181903,11,0,124.6,753,消费,红太阳超市,2019-04-20 22_5
184224-女,20184224,1.5,0,98.9,598,消费,第五食堂,2019-04-24 18_5
183009-男,20183009,2,0,117,631,消费,第五食堂,2019-04-20 07_5
182501-女,20182501,3.5,0,43.1,554,消费,第五食堂,2019-04-10 07_7
182806-女,20182806,8,0,41.1,546,消费,第三食堂,2019-04-25 11_9
182225-男,20182225,7.5,0,123.5,494,消费,第五食堂,2019-04-19 20_12
182109-男,20182109,2.5,0,31,697,消费,第五食堂,2019-04-15 12_5
184055-女,20184055,1,0,87.5,587,消费,第五食堂,2019-04-17 00_0
183744-女,20183744,6.1,0,71.62,623,消费,第五食堂,2019-04-15 18_2
183787-女,20183787,6.1,0,188.6,727,消费,第五食堂,2019-04-30 11_8
180123-女,2018123,7,0,29.81,685,消费,第五食堂,2019-04-07 18_2
181415-男,20181415,2.5,0,71.9,1059,消费,第一食堂,2019-04-13 17_10
182624-女,20182624,3,0,91.6,663,消费,第一食堂,2019-04-16 18_3
183133-女,20183133,1,0,86.7,637,消费,第一食堂,2019-04-15 17_12
183672-女,20183672,0.4,0,70.3,737,消费,第五食堂,2019-04-21 11_8
180672-女,2018672,1.2,0,83.75,904,消费,第二食堂,2019-04-10 07_3
180144-女,2018144,7,0,31.9,751,消费,第四食堂,2019-04-17 11_11
183659-女,20183659,290,0,65.6,333,消费,外语系,2019-04-10 17_0
182711-女,20182711,3,0,61.2,536,消费,第五食堂,2019-04-13 11_6
183276-男,20183276,8,0,7.9,663,消费,第四食堂,2019-04-16 18_5
180299-女,2018299,4.5,0,91.2,426,消费,第五食堂,2019-04-01 10_8
181318-女,20181318,7,0,126.9,679,消费,第四食堂,2019-04-21 18_9
182735-男,20182735,1,0,79.21,702,消费,第五食堂,2019-04-11 20_1
182698-女,20182698,4,0,192.3,833,消费,第二食堂,2019-04-08 12_1
182339-女,20182339,0.5,0,82.7,467,消费,第三食堂,2019-04-03 18_2
181144-男,20181144,4,0,99.42,943,消费,第一食堂,2019-04-23 07_8
181667-男,20181667,0,200,222.8,767,存款,财务处,2019-04-25 11_9
183794-女,20183794,2.5,0,93.2,821,消费,好利来食品店,2019-04-11 14_9
183845-女,20183845,2.5,0,0.2,473,消费,第五食堂,2019-04-15 18_2
180241-女,2018241,1,0,100,737,消费,第五食堂,2019-04-25 07_8
182206-女,20182206,3,0,85.5,680,消费,第三食堂,2019-04-10 12_1
181332-男,20181332,1.5,0,30.35,600,消费,第一食堂,2019-04-09 07_9
181250-女,20181250,8,0,66.8,500,消费,第一食堂,2019-04-11 11_10
184201-男,20184201,5,0,1.2,811,消费,第二食堂,2019-04-04 12_8
181808-男,20181808,8.5,0,92.7,510,消费,第二食堂,2019-04-23 12_7
183378-女,20183378,1,0,81.5,387,消费,第二食堂,2019-04-25 07_7
182155-女,20182155,0.5,0,70.3,382,消费,第三食堂,2019-04-24 11_11
183349-男,20183349,8,0,18.6,916,消费,第四食堂,2019-04-25 18_8
181919-男,20181919,7,0,78.1,732,消费,第四食堂,2019-04-12 11_10
181155-男,20181155,5,0,85.3,476,消费,第二食堂,2019-04-02 11_9
181944-女,20181944,2.5,0,126.85,604,消费,第一食堂,2019-04-26 12_6
181943-女,20181943,7,0,73,658,消费,第四食堂,2019-04-02 11_6
181604-男,20181604,4,0,68.8,1184,消费,第二食堂,2019-04-17 18_7
181327-男,20181327,2.5,0,212.01,1109,消费,第二食堂,2019-04-10 11_9
183681-女,20183681,0.3,0,8.9,520,消费,第二图书馆,2019-04-11 10_6
180401-女,2018401,6.1,0,227.3,741,消费,第五食堂,2019-04-14 17_10
181202-女,20181202,8,0,108.1,818,消费,第四食堂,2019-04-12 11_11
183641-女,20183641,0.6,0,67.8,436,消费,第五食堂,2019-04-30 11_6
183415-女,20183415,8,0,49.15,624,消费,第四食堂,2019-04-01 11_10
181066-男,20181066,2,0,2.2,707,消费,红太阳超市,2019-04-06 16_4
183071-男,20183071,4.5,0,66.9,613,消费,第五食堂,2019-04-19 11_10
180846-女,2018846,0.4,0,78.4,665,消费,第二食堂,2019-04-09 18_1
180766-男,2018766,7,0,372.7,778,消费,第四食堂,2019-04-11 16_9
181497-男,20181497,3,0,66.4,588,消费,第二食堂,2019-04-09 07_11
184105-男,20184105,2.5,0,50.2,591,消费,第二食堂,2019-04-19 07_3
180759-男,2018759,0.8,0,72.6,328,消费,第二食堂,2019-04-03 18_3
182092-女,20182092,2,0,63.1,537,消费,第五食堂,2019-04-26 12_1
182687-女,20182687,8,0,45.8,492,消费,第四食堂,2019-04-03 18_2
183262-女,20183262,1.5,0,111,1125,消费,第二食堂,2019-04-16 00_0
182819-女,20182819,1,0,43.2,586,消费,好利来食品店,2019-04-30 18_5
181160-男,20181160,1.5,0,188,552,消费,第二食堂,2019-04-10 11_11
181901-男,20181901,1.5,0,32.06,315,消费,好利来食品店,2019-04-16 07_9
180460-女,2018460,4.5,0,81.07,852,消费,第五食堂,2019-04-24 11_11
181228-男,20181228,3.5,0,116.8,591,消费,第二食堂,2019-04-27 11_10
182749-男,20182749,0.6,0,16.6,556,消费,第五食堂,2019-04-10 18_2
180139-女,2018139,2.1,0,52.3,773,消费,第五食堂,2019-04-25 16_8
182965-女,20182965,6,0,23.5,437,消费,第五食堂,2019-04-01 11_8
180801-女,2018801,5,0,48.3,761,消费,第一食堂,2019-04-11 12_6
181903-男,20181903,2.5,0,2.7,709,消费,第一食堂,2019-04-01 07_8
181181-女,20181181,3,0,40.8,834,消费,第二食堂,2019-04-20 07_1
183346-男,20183346,4.5,0,4.92,835,消费,红太阳超市,2019-04-26 14_0
180313-女,2018313,2,0,255.7,615,消费,第二食堂,2019-04-15 11_11
184042-女,20184042,0.5,0,21.9,776,消费,第一食堂,2019-04-08 11_2
181344-男,20181344,3,0,196.9,879,消费,第二食堂,2019-04-30 12_3
182109-男,20182109,1,0,108.1,751,消费,第五食堂,2019-04-24 18_9
183998-女,20183998,4,0,129.1,912,消费,第二食堂,2019-04-09 11_5
181256-女,20181256,3,0,44.5,526,消费,第一食堂,2019-04-15 18_1
180920-男,2018920,2,0,70.6,608,消费,第二食堂,2019-04-01 18_3
182192-女,20182192,7.5,0,148.2,519,消费,第三食堂,2019-04-23 17_9
181708-女,20181708,8,0,64.6,540,消费,第一食堂,2019-04-03 12_11
182722-男,20182722,10,0,66.7,691,消费,第三食堂,2019-04-18 11_10
184014-女,20184014,0.5,0,40.9,849,消费,第二食堂,2019-04-11 18_4
181243-男,20181243,2.5,0,113.66,1266,消费,第一食堂,2019-04-13 17_6
182678-女,20182678,1,0,93.1,699,消费,第五食堂,2019-04-23 19_6
182290-女,20182290,6,0,85.72,445,消费,好利来食品店,2019-04-14 11_9
182352-女,20182352,6,0,101.2,666,消费,第五食堂,2019-04-16 12_3
182714-女,20182714,0.6,0,61.5,768,消费,第五食堂,2019-04-10 18_1
182601-女,20182601,0,200,231,732,存款,财务处,2019-04-15 16_7
181531-男,20181531,2.5,0,51.1,798,消费,第一食堂,2019-04-24 09_12
180112-女,2018112,2,0,182.9,652,消费,第五食堂,2019-04-14 07_2
182570-女,20182570,1,0,185.7,743,消费,第五食堂,2019-04-10 07_5
180178-女,2018178,1.6,0,7,376,消费,第二食堂,2019-04-24 08_0
183719-女,20183719,0.4,0,63.8,762,消费,第五食堂,2019-04-11 11_11
183454-女,20183454,7,0,152.6,386,消费,第一食堂,2019-04-08 07_11
181750-女,20181750,2,0,9.5,494,消费,第二食堂,2019-04-11 09_10
180836-女,2018836,7,0,61.56,464,消费,第四食堂,2019-04-23 18_0
183749-女,20183749,4.5,0,21.6,443,消费,第一食堂,2019-04-08 11_8
182942-男,20182942,12,0,41.9,505,消费,好利来食品店,2019-04-04 22_1
182813-女,20182813,1.8,0,36.5,465,消费,第五食堂,2019-04-15 07_3
180173-女,2018173,4.1,0,82.9,655,消费,第五食堂,2019-04-21 17_10
181540-男,20181540,4,0,41.4,393,消费,第二食堂,2019-04-04 10_12
181785-男,20181785,1,0,92.2,767,消费,第二食堂,2019-04-11 09_11
182543-男,20182543,2.5,0,128.18,1129,消费,第一食堂,2019-04-29 12_0
180454-女,2018454,2.5,0,108.9,648,消费,第五食堂,2019-04-04 11_7
183832-男,20183832,7,0,49.5,315,消费,好利来食品店,2019-04-18 21_11
180640-女,2018640,0,200,239,792,存款,财务处,2019-04-15 16_10
182460-女,20182460,5.5,0,3.59,689,消费,第三食堂,2019-04-02 18_6
183176-女,20183176,3,0,39.6,321,消费,第二食堂,2019-04-01 07_9
184038-女,20184038,0.4,0,20.2,736,消费,第二食堂,2019-04-16 12_2
180183-女,2018183,5,0,105.6,612,消费,第五食堂,2019-04-16 11_11
181952-女,20181952,1.5,0,75.8,762,消费,红太阳超市,2019-04-19 14_11
181444-男,20181444,1.6,0,15.65,576,消费,第二食堂,2019-04-22 09_10
180920-男,2018920,1,0,80.3,779,消费,第二食堂,2019-04-27 07_5
180473-女,2018473,0.5,0,31.7,796,消费,第三食堂,2019-04-30 11_7
181925-女,20181925,7,0,55.6,1029,消费,第四食堂,2019-04-09 12_0
183362-女,20183362,0.5,0,27.8,361,消费,第五食堂,2019-04-21 17_4
180451-女,2018451,4,0,99.6,512,消费,第二食堂,2019-04-25 12_7
180767-女,2018767,2.5,0,78.4,587,消费,第一食堂,2019-04-16 11_10
182033-男,20182033,2,0,64.15,427,消费,第二食堂,2019-04-17 00_0
182285-女,20182285,7,0,16.8,535,消费,第四食堂,2019-04-10 18_1
180348-女,2018348,3,0,65.6,565,消费,好利来食品店,2019-04-30 11_5
184169-男,20184169,8,0,64.5,729,消费,第四食堂,2019-04-23 17_4
182508-女,20182508,6.5,0,4.1,580,消费,第三食堂,2019-04-14 18_5
181996-男,20181996,3,0,130.3,839,消费,第二食堂,2019-04-22 07_7
181566-男,20181566,0.8,0,53,814,消费,第二食堂,2019-04-10 11_7
182571-女,20182571,5,0,85.7,218,消费,好利来食品店,2019-04-08 11_11
184105-男,20184105,1.5,0,95.2,541,消费,第一食堂,2019-04-05 07_11
184079-男,20184079,9,0,8.6,715,消费,红太阳超市,2019-04-04 23_2
182730-男,20182730,9,0,74.4,660,消费,第四食堂,2019-04-01 11_11
183997-女,20183997,9,0,45.74,813,消费,第四食堂,2019-04-24 11_10
181383-男,20181383,5,0,44.6,815,消费,第二食堂,2019-04-22 11_11
182618-女,20182618,6,0,80.5,425,消费,第四食堂,2019-04-02 09_9
182148-女,20182148,3.5,0,4.7,575,消费,第五食堂,2019-04-22 12_6
184100-男,20184100,2.5,0,88,751,消费,第二食堂,2019-04-18 17_2
180705-男,2018705,2.5,0,228.7,549,消费,第一食堂,2019-04-30 13_1
182234-男,20182234,3.5,0,116.2,407,消费,第一食堂,2019-04-03 08_11
182201-女,20182201,0.5,0,77.4,585,消费,第三食堂,2019-04-06 11_2
183997-女,20183997,4,0,85.64,749,消费,第二食堂,2019-04-08 11_4
183328-男,20183328,8,0,160.5,499,消费,第四食堂,2019-04-10 18_6
181564-男,20181564,1.5,0,65.7,739,消费,第一食堂,2019-04-05 18_0
182115-女,20182115,8,0,100.9,705,消费,第二食堂,2019-04-23 12_4
183441-男,20183441,0.6,0,67.3,557,消费,第二食堂,2019-04-09 07_8
180738-女,2018738,2,0,35.3,903,消费,红太阳超市,2019-04-19 16_3
183336-男,20183336,8,0,54.1,609,消费,第二食堂,2019-04-18 20_7
182729-男,20182729,3.5,0,38.85,656,消费,第五食堂,2019-04-30 09_9
183253-女,20183253,1.5,0,102.4,859,消费,第二食堂,2019-04-08 07_12
184275-男,20184275,2.6,0,54.7,409,消费,第五食堂,2019-04-11 07_5
180843-女,2018843,3.5,0,124.5,806,消费,第二食堂,2019-04-08 12_1
181495-男,20181495,9,0,103.35,622,消费,第四食堂,2019-04-14 12_0
